activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,17999238,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3cccnc3)c3ccccc3F)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '17.13', 'le': '0.31', 'lle': '1.17', 'sei': '10.60'}",CHEMBL4071334,,CHEMBL4071334,6.16,False,http://www.openphacts.org/units/Nanomolar,2982330,=,1,True,=,,IC50,nM,,700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.7
,17999239,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.13', 'le': '0.29', 'lle': '0.82', 'sei': '9.99'}",CHEMBL3112900,,CHEMBL3112900,5.80,False,http://www.openphacts.org/units/Nanomolar,2982332,=,1,True,=,,IC50,nM,,1600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.6
,17999240,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3cccnc3)c3ccc(F)cc3)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.96', 'le': '0.31', 'lle': '1.12', 'sei': '10.50'}",CHEMBL4068440,,CHEMBL4068440,6.10,False,http://www.openphacts.org/units/Nanomolar,2982333,=,1,True,=,,IC50,nM,,800.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.8
,17999241,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3ncccn3)c3ccc(F)cc3)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.92', 'le': '0.27', 'lle': '1.00', 'sei': '7.58'}",CHEMBL4095785,,CHEMBL4095785,5.38,False,http://www.openphacts.org/units/Nanomolar,2982334,=,1,True,=,,IC50,nM,,4200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.2
,17999242,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3ccccn3)c3ccc(F)cc3F)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.76', 'le': '0.27', 'lle': '0.45', 'sei': '9.59'}",CHEMBL4059783,,CHEMBL4059783,5.57,False,http://www.openphacts.org/units/Nanomolar,2982335,=,1,True,=,,IC50,nM,,2700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.7
,17999243,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3cccnc3)c3ccc(F)cc3F)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '13.01', 'le': '0.24', 'lle': '-0.21', 'sei': '8.46'}",CHEMBL4088059,,CHEMBL4088059,4.91,False,http://www.openphacts.org/units/Nanomolar,2982336,=,1,True,=,,IC50,nM,,12300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,12.3
,17999244,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3ncccn3)c3ccc(F)cc3F)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.18', 'le': '0.26', 'lle': '0.85', 'sei': '7.57'}",CHEMBL4087160,,CHEMBL4087160,5.37,False,http://www.openphacts.org/units/Nanomolar,2982337,=,1,True,=,,IC50,nM,,4300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.3
,17999245,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ccccn2)c2ccccc2)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.10', 'le': '0.31', 'lle': '0.63', 'sei': '10.03'}",CHEMBL1945166,,CHEMBL1945166,5.82,False,http://www.openphacts.org/units/Nanomolar,2982338,=,1,True,=,,IC50,nM,,1500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.5
,17999246,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccccc2)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.08', 'le': '0.29', 'lle': '0.27', 'sei': '9.40'}",CHEMBL4079277,,CHEMBL4079277,5.46,False,http://www.openphacts.org/units/Nanomolar,2982339,=,1,True,=,,IC50,nM,,3500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.5
,17999247,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ncccn2)c2ccccc2)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.74', 'le': '0.28', 'lle': '0.76', 'sei': '7.54'}",CHEMBL4090577,,CHEMBL4090577,5.35,False,http://www.openphacts.org/units/Nanomolar,2982340,=,1,True,=,,IC50,nM,,4500.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.5
,17999248,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ccccn2)c2ccccc2F)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.41', 'le': '0.30', 'lle': '0.52', 'sei': '10.09'}",CHEMBL2442244,,CHEMBL2442244,5.85,False,http://www.openphacts.org/units/Nanomolar,2982341,=,1,True,=,,IC50,nM,,1400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.4
,17999249,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccccc2F)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.20', 'le': '0.31', 'lle': '0.82', 'sei': '10.60'}",CHEMBL4084638,,CHEMBL4084638,6.16,False,http://www.openphacts.org/units/Nanomolar,2982342,=,1,True,=,,IC50,nM,,700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.7
,17999250,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ncccn2)c2ccccc2F)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.17', 'le': '0.27', 'lle': '0.68', 'sei': '7.61'}",CHEMBL4076803,,CHEMBL4076803,5.40,False,http://www.openphacts.org/units/Nanomolar,2982343,=,1,True,=,,IC50,nM,,4000.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.0
,17999251,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.38', 'le': '0.31', 'lle': '0.89', 'sei': '10.72'}",CHEMBL4091467,,CHEMBL4091467,6.22,False,http://www.openphacts.org/units/Nanomolar,2982344,=,1,True,=,,IC50,nM,,600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.6
,17999252,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.84', 'le': '0.29', 'lle': '0.31', 'sei': '9.71'}",CHEMBL4061926,,CHEMBL4061926,5.64,False,http://www.openphacts.org/units/Nanomolar,2982345,=,1,True,=,,IC50,nM,,2300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.3
,17999253,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.16', 'le': '0.31', 'lle': '1.43', 'sei': '8.68'}",CHEMBL4100165,,CHEMBL4100165,6.16,False,http://www.openphacts.org/units/Nanomolar,2982346,=,1,True,=,,IC50,nM,,700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.7
,17999254,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.47', 'le': '0.30', 'lle': '0.68', 'sei': '10.60'}",CHEMBL4089872,,CHEMBL4089872,6.16,False,http://www.openphacts.org/units/Nanomolar,2982347,=,1,True,=,,IC50,nM,,700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.7
,17999255,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2F)cc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.64', 'le': '0.30', 'lle': '0.75', 'sei': '10.72'}",CHEMBL4060854,,CHEMBL4060854,6.22,False,http://www.openphacts.org/units/Nanomolar,2982348,=,1,True,=,,IC50,nM,,600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.6
,17999256,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3ccccn3)c3ccccc3F)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.29', 'le': '0.30', 'lle': '0.87', 'sei': '10.09'}",CHEMBL4098372,,CHEMBL4098372,5.85,False,http://www.openphacts.org/units/Nanomolar,2982329,=,1,True,=,,IC50,nM,,1400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.4
,17999257,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3ncccn3)c3ccccc3)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.59', 'le': '0.28', 'lle': '1.10', 'sei': '7.52'}",CHEMBL4062693,,CHEMBL4062693,5.34,False,http://www.openphacts.org/units/Nanomolar,2982328,=,1,True,=,,IC50,nM,,4600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.6
,17999258,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3cccnc3)c3ccccc3)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '17.15', 'le': '0.31', 'lle': '1.00', 'sei': '10.09'}",CHEMBL4099530,,CHEMBL4099530,5.85,False,http://www.openphacts.org/units/Nanomolar,2982327,=,1,True,=,,IC50,nM,,1400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.4
,17999259,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2ccc(C(Nc3ccccn3)c3ccccc3)c(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '18.03', 'le': '0.32', 'lle': '1.30', 'sei': '10.60'}",CHEMBL1488172,,CHEMBL1488172,6.16,False,http://www.openphacts.org/units/Nanomolar,2982326,=,1,True,=,,IC50,nM,,700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,0.7
,17999260,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2F)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '13.44', 'le': '0.25', 'lle': '0.69', 'sei': '6.90'}",CHEMBL4095202,,CHEMBL4095202,4.90,False,http://www.openphacts.org/units/Nanomolar,2982325,=,1,True,=,,IC50,nM,,12700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,12.7
,17999261,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2F)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.74', 'le': '0.27', 'lle': '0.54', 'sei': '9.23'}",CHEMBL4093118,,CHEMBL4093118,5.36,False,http://www.openphacts.org/units/Nanomolar,2982324,=,1,True,=,,IC50,nM,,4400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.4
,17999262,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2F)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '14.98', 'le': '0.28', 'lle': '0.62', 'sei': '9.38'}",CHEMBL4072352,,CHEMBL4072352,5.44,False,http://www.openphacts.org/units/Nanomolar,2982323,=,1,True,=,,IC50,nM,,3600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.6
,17999263,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ncccn2)c2ccc(F)cc2)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.66', 'le': '0.30', 'lle': '1.70', 'sei': '8.13'}",CHEMBL4085460,,CHEMBL4085460,5.77,False,http://www.openphacts.org/units/Nanomolar,2982322,=,1,True,=,,IC50,nM,,1700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.7
,17999264,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccc(F)cc2)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.45', 'le': '0.28', 'lle': '0.66', 'sei': '9.20'}",CHEMBL4103385,,CHEMBL4103385,5.34,False,http://www.openphacts.org/units/Nanomolar,2982321,=,1,True,=,,IC50,nM,,4600.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.6
,17999265,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ccccn2)c2ccc(F)cc2)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.60', 'le': '0.28', 'lle': '0.71', 'sei': '9.28'}",CHEMBL3112899,,CHEMBL3112899,5.39,False,http://www.openphacts.org/units/Nanomolar,2982320,=,1,True,=,,IC50,nM,,4100.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,4.1
,17999266,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ncccn2)c2ccccc2F)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.52', 'le': '0.30', 'lle': '1.65', 'sei': '8.07'}",CHEMBL4070394,,CHEMBL4070394,5.72,False,http://www.openphacts.org/units/Nanomolar,2982319,=,1,True,=,,IC50,nM,,1900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.9
,17999267,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccccc2F)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.27', 'le': '0.30', 'lle': '0.94', 'sei': '9.68'}",CHEMBL1688560,,CHEMBL1688560,5.62,False,http://www.openphacts.org/units/Nanomolar,2982318,=,1,True,=,,IC50,nM,,2400.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.4
,17999268,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ccccn2)c2ccccc2F)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '17.14', 'le': '0.31', 'lle': '1.24', 'sei': '10.20'}",CHEMBL1326401,,CHEMBL1326401,5.92,False,http://www.openphacts.org/units/Nanomolar,2982317,=,1,True,=,,IC50,nM,,1200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.2
,17999269,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2ncccn2)c2ccccc2)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '16.96', 'le': '0.30', 'lle': '1.64', 'sei': '7.85'}",CHEMBL4081983,,CHEMBL4081983,5.57,False,http://www.openphacts.org/units/Nanomolar,2982316,=,1,True,=,,IC50,nM,,2700.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,2.7
,17999270,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1c(C(Nc2cccnc2)c2ccccc2)ccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '15.91', 'le': '0.28', 'lle': '0.67', 'sei': '8.97'}",CHEMBL4099990,,CHEMBL4099990,5.21,False,http://www.openphacts.org/units/Nanomolar,2982315,=,1,True,=,,IC50,nM,,6200.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,6.2
,17999271,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cccc2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '37.26', 'le': '0.67', 'lle': '3.47', 'sei': '16.33'}",CHEMBL310555,OXYQUINOLINE,CHEMBL310555,5.41,False,http://www.openphacts.org/units/Nanomolar,2982304,=,1,True,=,,IC50,nM,,3900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.9
,17999272,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc2cccc(O)c2n1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '33.98', 'le': '0.62', 'lle': '3.16', 'sei': '16.33'}",CHEMBL316892,8-HYDROXY QUINALDINE,CHEMBL316892,5.41,False,http://www.openphacts.org/units/Nanomolar,2982305,=,1,True,=,,IC50,nM,,3900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.9
,17999273,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1ccc(Cl)c2cccnc12,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '31.85', 'le': '0.65', 'lle': '3.13', 'sei': '17.27'}",CHEMBL225164,CLOXYQUIN,CHEMBL225164,5.72,False,http://www.openphacts.org/units/Nanomolar,2982306,=,1,True,=,,IC50,nM,,1900.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.9
,17999274,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ccccn1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '61.04', 'le': '1.12', 'lle': '5.08', 'sei': '14.76'}",CHEMBL21619,2-AMINOPYRIDINE,CHEMBL21619,5.75,False,http://www.openphacts.org/units/Nanomolar,2982307,=,1,True,=,,IC50,nM,,1800.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,1.8
,17999275,[],CHEMBL4001885,Inhibition of protease activity of recombinant full length Clostridium botulinum Hall BoNT/A light chain using SNAP-25 peptide (187 to 203 residues) as substrate after 5 mins by HPLC analysis,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1cccnc1,,,CHEMBL4000225,Bioorg Med Chem Lett,2017,"{'bei': '58.24', 'le': '1.07', 'lle': '4.82', 'sei': '14.09'}",CHEMBL25541,,CHEMBL25541,5.48,False,http://www.openphacts.org/units/Nanomolar,2982308,=,1,True,=,,IC50,nM,,3300.0,CHEMBL5192,Clostridium botulinum,Botulinum neurotoxin type A,1491,,,IC50,uM,UO_0000065,,3.3
